SR.NO,Country,Active military,Reserve military,Paramilitary_x,Total_x,"Per 1,000 capita(active)","Per 1,000 capita(total)",Code,Type,Indicator Name,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019,2020,Total_y,country_code,Active Personnel,Aircraft Carriers,Armored Vehicles,Attack Helicopters,Available Manpower,Coastline Coverage,Corvettes,Dedicated Attack,Defense Budget,Destroyers,External Debt,Fighters/Interceptors,Fit-for-Service,Foreign Exchange/Gold,Frigates,Helicopter Carriers,Helicopters,Labor Force,Merchant Marine Fleet,Mine Warfare,Navy Ships,Oil Consumption,Oil Production,Oil Proven Reserves,Paramilitary_y,Patrol Vessels,Ports / Trade Terminals,Purchasing Power Parity,Railway Coverage,Reaching Mil Age Annually,Reserve Personnel,Roadway Coverage,Rocket Projectors,Self-Propelled Artillery,Shared Borders,Special-Mission,Square Land Area,Submarines,Tanker Fleet,Tanks,Total Aircraft Strength,Total Population,Towed Artillery,Trainers,Transports,Waterways (usable)
61.0,Ghana,15500.0,0.0,0.0,15500.0,0.6,0.6,GHA,Country,Military expenditure (current USD),20821777.35,27454210.3,27944464.05,31096095.34,33302237.24,35578415.39,47344505.52,,44271216.36,49026817.67,46918664.51,41139332.3,30202525.76,41052242.84,64121526.39,78825105.71,88961005.06,121717795.7,101354226.4,66362988.08,120610364.9,195559792.2,170273456.3,71148287.35,44624487.03,63162776.66,51650922.76,43338474.86,22760424.65,22626966.33,27612553.5,41427184.18,41663996.04,41004328.58,37823250.83,49054322.26,44417812.62,45483310.22,57453085.66,59277760.9,50882608.24,32352140.5,36975481.34,53244020.29,56353842.99,64196566.4,75732607.93,126077789.0,113668160.2,118290743.9,122480468.5,234327479.6,337260972.7,254997057.4,252653419.0,190515191.5,161751874.3,189129841.5,218444253.6,,,,,,,,,,1.0,12.0,107.0,20.0,6.0,40.0,40.0,24.0,1.0,,,,,12.0,8.0,19.0,28.0,39.0,,18.0,7.0,38.0,50.0,,,,5.0,,13.0,,2.0,4.0,1.0,,,11.0,,7.0,5.0,,7.0,1.0,12.0,1.0,6.0,35.0,0.0,0.0,16.0,,11.0,2.0,76.0,39.0,50.0,14.0,13.0,22.0,,0.0,2.0,6.0,833.0,GHA,14000.0,0.0,343.0,0.0,13920342.0,539.0,0.0,0.0,289400000.0,0.0,20467000000.0,20.0,9323392.0,7555000000.0,0.0,0.0,11.0,12490000.0,51.0,0.0,20.0,90000.0,175000.0,660000000.0,0.0,23.0,2.0,164840000000.0,947.0,582712.0,0.0,109515.0,6.0,0.0,2420.0,2.0,238533.0,0.0,0.0,0.0,20.0,32372889.0,30.0,5.0,2.0,1293.0
,Gibraltar,,,,,,,GIB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,Greece,142700.0,221350.0,4000.0,368050.0,13.3,34.2,GRC,Country,Military expenditure (current USD),170327798.1,167762365.8,170034222.7,179495712.8,188207553.1,209674799.6,238979294.9,313035616.3,366771882.7,425403589.9,473596990.5,515997642.0,573692101.5,674802452.2,1049955703.0,1433217345.0,1559887280.0,1838775321.0,2118929495.0,2424261939.0,2275580289.0,2578400684.0,2638652976.0,2195463586.0,1994286405.0,1927083076.0,1998816951.0,2399225050.0,2749556829.0,2560254614.0,3193376484.0,3146899035.0,3623052915.0,3364413330.0,3587244914.0,4179913247.0,4613167577.0,4573516492.0,4824257169.0,5012285642.0,4564522446.0,4428103552.0,4734177215.0,5035585542.0,6267468787.0,7028428593.0,7607186182.0,8533090258.0,10574138499.0,10641348183.0,8163619387.0,7128608267.0,5914988423.0,5655183036.0,5531285909.0,4818121326.0,4963484464.0,5093788906.0,5227152013.0,97.0,500.0,307.0,85.0,152.0,203.0,92.0,354.0,475.0,314.0,264.0,82.0,330.0,98.0,631.0,488.0,213.0,376.0,107.0,305.0,304.0,588.0,695.0,246.0,418.0,922.0,1298.0,987.0,1290.0,740.0,675.0,968.0,462.0,401.0,366.0,189.0,202.0,36.0,526.0,1220.0,907.0,487.0,2128.0,898.0,1216.0,871.0,380.0,807.0,1719.0,842.0,708.0,788.0,403.0,2170.0,1106.0,411.0,721.0,1712.0,483.0,1224.0,630.0,70.0,18.0,28.0,204.0,728.0,302.0,51.0,38.0,93.0,101.0,40252.0,GRE,130000.0,0.0,6134.0,29.0,4967760.0,13676.0,0.0,0.0,6600000000.0,0.0,484888000000.0,633.0,4027057.0,7807000000.0,13.0,0.0,270.0,4000000.0,1236.0,8.0,120.0,304100.0,4100.0,10000000.0,35000.0,35.0,7.0,295000000000.0,2548.0,105697.0,220500.0,117000.0,147.0,590.0,1110.0,14.0,131957.0,11.0,0.0,1243.0,633.0,10569703.0,669.0,144.0,17.0,6.0
,Greenland,,,,,,,GRL,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grenada,,,,,,,GRD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guam,,,,,,,GUM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Guatemala,18050.0,63850.0,25000.0,106900.0,1.1,6.4,GTM,Country,Military expenditure (current USD),12084076.43,12084076.43,11954140.13,14812738.85,12993630.57,18580891.72,19100636.94,21179617.83,20400000.0,17600000.0,32300000.0,22200000.0,24000000.0,23400000.0,28400000.0,44900000.0,55500000.0,75200000.0,71700000.0,90200000.0,103760000.0,162640000.0,176590000.0,184250000.0,207480000.0,224420000.0,140853333.3,124028000.0,146588384.4,151627061.3,132196105.0,119310860.5,153753024.3,144445075.4,153011545.4,158348657.5,141370462.9,132112832.6,139804367.7,123754165.2,157848092.8,196765577.5,158368119.3,178771794.0,114893349.3,104467679.9,130546929.2,135925872.8,166494048.3,147410544.1,169798840.1,197433150.7,224366543.6,249757853.4,245672981.8,252455480.6,290912704.0,275014798.5,278420891.5,,6.0,,,2.0,8.0,6.0,,,5.0,16.0,,1.0,7.0,8.0,5.0,,1.0,16.0,1.0,,46.0,1.0,0.0,15.0,47.0,15.0,1.0,1.0,5.0,8.0,48.0,16.0,1.0,7.0,25.0,2.0,0.0,0.0,4.0,0.0,0.0,,13.0,4.0,4.0,2.0,,1.0,,,,,,,,,,0.0,,,,2.0,,,33.0,,,4.0,14.0,,403.0,GUA,21500.0,0.0,140.0,0.0,7143357.0,400.0,0.0,4.0,388000000.0,0.0,22920000000.0,33.0,5993450.0,11770000000.0,0.0,0.0,17.0,6664000.0,9.0,0.0,25.0,89000.0,9500.0,83070000.0,30000.0,20.0,2.0,142000000000.0,800.0,365879.0,65000.0,17621.0,0.0,0.0,1667.0,0.0,108889.0,0.0,0.0,0.0,33.0,17422821.0,88.0,4.0,8.0,990.0
64.0,Guinea,9700.0,0.0,2600.0,12300.0,0.8,1.0,GIN,Country,Military expenditure (current USD),,,,,,10492201.74,13895077.98,,14178651.0,14705286.61,15069880.49,26327764.42,31711404.23,36058910.7,,,,,85228280.98,71021091.75,60309243.02,52510728.9,52266833.59,,,,,,,,,71764178.4,55654040.29,43956503.99,45871747.51,,,44370189.81,45034483.32,55211186.39,45967931.21,87718398.82,98084865.17,84133949.31,81018570.1,,,,,,,,168913357.5,196818705.6,196945589.8,221414232.3,161856744.5,199317873.4,209150578.3,,,,,,,,,,18.0,33.0,0.0,,0.0,0.0,17.0,,6.0,,0.0,1.0,4.0,4.0,18.0,24.0,2.0,18.0,8.0,45.0,69.0,,1.0,1.0,1.0,,,39.0,,,40.0,1.0,1.0,,,,,,,4.0,,18.0,6.0,,2.0,,1.0,,0.0,,,5.0,1.0,4.0,,6.0,,,2.0,1.0,4.0,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,Guinea-Bissau,4450.0,0.0,0.0,4450.0,2.4,2.4,GNB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,9407751.857,18064755.2,6465128.712,4652567.483,6128820.138,3883662.224,,4434725.155,,,,,2016728.765,2211919.911,1897743.657,1817811.122,2900235.951,,9531360.608,6183163.515,6363093.769,7505161.734,,12116374.83,,,,13744583.7,17129808.17,17519804.35,24491750.68,21710792.65,21470829.16,17036943.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,10.0,12.0,,14.0,24.0,2.0,1.0,,,11.0,,35.0,,20.0,,20.0,6.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,Guyana,3400.0,670.0,0.0,4070.0,4.6,5.5,GUY,Country,Military expenditure (current USD),,,,,,,,,,,,,,5032808.212,11136757.59,32436379.69,34000000.0,24274509.8,17333333.33,17176470.59,21882352.94,22400000.0,24710000.0,22100000.0,20740845.14,38971271.33,27829660.94,10619291.23,11020000.0,6023830.213,3589328.49,2031374.373,3625349.994,4436526.474,5485552.101,5691560.614,5558340.16,,,,12585649.29,14371052.9,16652243.46,16345330.57,22132238.74,18506566.6,19176973.64,24971954.12,30520593.42,31055650.89,31075055.49,32416747.54,33542606.6,35163485.79,39280999.18,46447838.13,51562130.82,59724939.47,59809426.6,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,2.0,0.0,15.0,5.0,1.0,5.0,4.0,14.0,,3.0,7.0,23.0,,,,,,,,,,,,,,,,7.0,2.0,,,,,,0.0,,,,,,,,,,0.0,2.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,Haiti,150.0,0.0,50.0,200.0,0.0,0.0,HTI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972400.0,2231550.0,2670400.0,2623227.387,1743605.937,1649639.306,1599966.755,2478871.189,,,,,,,,,,,,,,,,,,51595.84748,53511.5951,73562.29689,64514.31661,73613.49246,79690.88817,4.0,,3.0,,,,6.0,1.0,,,6.0,,,,1.0,,,,,8.0,,,,3.0,4.0,1.0,1.0,0.0,9.0,,,3.0,4.0,3.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haiti rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamas (Palestine)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heavily indebted poor countries (HIPC),,,,,,,HPC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,326483888.5,393983669.8,503516298.4,561652138.0,607309530.3,715390790.9,937839065.3,1138972594.0,1217248455.0,1535833757.0,2121241402.0,2459925045.0,2759253746.0,2664409279.0,2418373210.0,2169334436.0,2422006409.0,2358199368.0,2465152768.0,2475871975.0,2779612120.0,2428788365.0,4757702034.0,3522538191.0,2145332027.0,2547853573.0,1621355698.0,1473607055.0,1700180261.0,1814603452.0,2278128552.0,2871721142.0,2824352742.0,2323662526.0,2386117156.0,2847407505.0,3943927941.0,4041915987.0,4885281803.0,6301159293.0,8176416377.0,7913543890.0,5201216707.0,5455659990.0,5521179381.0,6953091870.0,7576601060.0,8755786302.0,9948137357.0,11747528682.0,9009353604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hezbollah (Lebanon)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,,,20.0,20.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,High income,,,,,,,HIC,Regions Clubbed Economically,Military expenditure (current USD),67365066350.0,71298783053.0,78546030973.0,80624586880.0,81104159614.0,83281216705.0,97255207625.0,112000000000.0,118000000000.0,121000000000.0,123000000000.0,123000000000.0,135000000000.0,149000000000.0,165000000000.0,179000000000.0,185000000000.0,218000000000.0,241000000000.0,270000000000.0,309000000000.0,339000000000.0,386000000000.0,378000000000.0,392000000000.0,417000000000.0,458000000000.0,516000000000.0,548000000000.0,557000000000.0,609000000000.0,597000000000.0,624000000000.0,598000000000.0,597000000000.0,610000000000.0,599000000000.0,589000000000.0,580000000000.0,590000000000.0,601000000000.0,605000000000.0,663000000000.0,772000000000.0,864000000000.0,920000000000.0,962000000000.0,1040000000000.0,1150000000000.0,1190000000000.0,1230000000000.0,1280000000000.0,1250000000000.0,1210000000000.0,1190000000000.0,1110000000000.0,1100000000000.0,1130000000000.0,1200000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,Honduras,14950.0,60000.0,8000.0,82950.0,1.6,9.0,HND,Country,Military expenditure (current USD),3920000.0,3830000.0,3830000.0,3820000.0,5850000.0,6250000.0,6500000.0,6800000.0,7050000.0,7200000.0,9900000.0,11400000.0,15449922.75,15950000.0,16900000.0,21400000.0,23700000.0,31800000.0,43100000.0,49550000.0,57000000.0,60500000.0,67000000.0,70000000.0,81000000.0,94000000.0,105500000.0,122500000.0,132000000.0,138000000.0,67120949.03,47398089.41,,40592869.13,,,,,,,52462396.89,62951976.58,63602176.06,82195176.79,60561786.64,62589274.81,75595918.54,95924340.17,132428400.6,156802557.3,170186979.7,200358405.9,212341274.3,294917779.4,314071900.2,356259475.5,363272338.5,398460128.4,410414895.1,,1.0,2.0,,1.0,,9.0,1.0,12.0,1.0,,,14.0,,,1.0,6.0,,,19.0,,,,2.0,,31.0,30.0,25.0,29.0,9.0,13.0,27.0,30.0,33.0,25.0,36.0,76.0,13.0,44.0,17.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,20.0,13.0,8.0,,10.0,1.0,23.0,0.0,581.0,HON,16000.0,0.0,92.0,0.0,4112362.0,832.0,0.0,9.0,405110000.0,0.0,9137000000.0,44.0,3084271.0,4708000000.0,0.0,0.0,10.0,3735000.0,505.0,0.0,55.0,59000.0,0.0,0.0,23000.0,60.0,4.0,50000000000.0,699.0,186926.0,60000.0,14742.0,0.0,0.0,1575.0,1.0,112090.0,0.0,0.0,19.0,44.0,9346277.0,86.0,10.0,11.0,465.0
,Hong Kong ,,,,,,,HKG,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Houthi rebels (Yemen)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,Hungary,27800.0,20000.0,12000.0,59800.0,2.8,6.1,HUN,Country,Military expenditure (current USD),,,,,,,,,150166666.7,173333333.3,223333333.3,225670995.1,231632283.7,263447030.8,308005578.3,366147086.5,382438611.4,419914698.7,538098139.6,621170386.2,740802218.1,757701599.6,750740503.1,700708442.0,641103030.3,1025550984.0,765838789.8,823921397.5,1027508668.0,812646128.2,847389246.9,722549153.4,812017967.2,735860385.6,757131989.3,612184817.1,585271901.8,695972460.9,618464380.0,702942491.1,715857664.8,845055673.8,1079154824.0,1401561253.0,1532612234.0,1596087843.0,1410071771.0,1776464117.0,1867877499.0,1475818169.0,1350820413.0,1472069832.0,1322277703.0,1280050962.0,1209801890.0,1132476292.0,1288676093.0,1463013911.0,1642338440.0,56.0,53.0,13.0,802.0,699.0,222.0,1.0,59.0,259.0,331.0,599.0,575.0,292.0,379.0,747.0,667.0,150.0,290.0,271.0,447.0,22.0,237.0,121.0,393.0,554.0,495.0,378.0,394.0,586.0,485.0,384.0,143.0,142.0,117.0,251.0,229.0,79.0,80.0,35.0,59.0,14.0,22.0,,935.0,2.0,1.0,156.0,99.0,46.0,72.0,14.0,14.0,,,72.0,13.0,253.0,196.0,5.0,4.0,18.0,9.0,,2.0,7.0,,14.0,6.0,27.0,16.0,57.0,14164.0,HUN,23000.0,0.0,510.0,8.0,4572318.0,0.0,0.0,0.0,3263999300.0,0.0,123256000000.0,55.0,3745410.0,28000000000.0,0.0,0.0,33.0,4414000.0,1.0,0.0,0.0,167700.0,16000.0,24000000.0,12000.0,0.0,5.0,300320000000.0,8049.0,116740.0,20000.0,203601.0,0.0,0.0,2106.0,0.0,103000.0,0.0,0.0,176.0,55.0,9728337.0,12.0,8.0,2.0,1622.0
,IBRD only,,,,,,,IBD,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82474271795.0,81709930609.0,77877892586.0,83955769232.0,80391622669.0,90397052354.0,102000000000.0,111000000000.0,119000000000.0,109000000000.0,110000000000.0,117000000000.0,125000000000.0,124000000000.0,137000000000.0,160000000000.0,190000000000.0,223000000000.0,272000000000.0,332000000000.0,348000000000.0,394000000000.0,447000000000.0,485000000000.0,527000000000.0,539000000000.0,515000000000.0,516000000000.0,546000000000.0,567000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDA & IBRD total,,,,,,,IBT,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90774254019.0,93938160188.0,90710770377.0,96442934058.0,92660929773.0,104000000000.0,115000000000.0,125000000000.0,133000000000.0,124000000000.0,126000000000.0,135000000000.0,144000000000.0,145000000000.0,172000000000.0,202000000000.0,236000000000.0,238000000000.0,289000000000.0,353000000000.0,369000000000.0,414000000000.0,470000000000.0,509000000000.0,552000000000.0,567000000000.0,543000000000.0,545000000000.0,579000000000.0,598000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDA blend,,,,,,,IDB,Regions Clubbed Economically,Military expenditure (current USD),232225199.5,238385198.8,238980184.9,267022200.7,318080233.8,531073409.3,635393522.2,753223375.9,908561338.4,1295280273.0,1394418063.0,1486384619.0,1508915386.0,1674063404.0,2185762661.0,4092690095.0,3860862628.0,4602630038.0,4785794496.0,5165462315.0,5380096503.0,4737113419.0,4404780520.0,4398809167.0,4056963012.0,3914243295.0,3524882305.0,3680398017.0,3881239535.0,3617081109.0,4029966723.0,4252949464.0,4449943588.0,4348579781.0,4323737259.0,5075528754.0,5153635973.0,5113438814.0,5091142989.0,4471037340.0,4193815244.0,4225019905.0,5408171402.0,5182392181.0,5744299549.0,6164172574.0,6831454770.0,7499182929.0,8207457327.0,7911145924.0,9462065394.0,10797708537.0,11658703265.0,12376257007.0,13636959928.0,13436097590.0,14161500781.0,15484267604.0,15928906418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDA only,,,,,,,IDX,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,1261304838.0,1617435099.0,2118525940.0,2287320474.0,2682800392.0,3464901643.0,4130757280.0,5099088647.0,5098715578.0,5267640604.0,5180993645.0,6001251356.0,6059771253.0,6461519203.0,6333882866.0,6926184945.0,4682901115.0,8198262856.0,8579928327.0,8037221237.0,7920727323.0,9076647869.0,7898306924.0,8487944681.0,8740672110.0,10229596063.0,12010808187.0,13908974129.0,13925286696.0,15798146219.0,29861767998.0,36540682580.0,39902981540.0,8339229355.0,10194756936.0,12614263041.0,13245577323.0,11049467142.0,12428609015.0,12841329732.0,13437221510.0,14529141653.0,15301781655.0,15285035445.0,17381610306.0,14830171457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IDA total,,,,,,,IDA,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,2213458034.0,2346597100.0,2462034572.0,2935368242.0,3803197761.0,6211216035.0,6148183101.0,7285430430.0,8250696140.0,9296219595.0,10479185150.0,9835828997.0,9672421124.0,9579802812.0,10058214369.0,9974014548.0,9986401508.0,10014280883.0,10807424480.0,8299982224.0,12228229579.0,12832877791.0,12487164825.0,12269307104.0,13400385127.0,12973835679.0,13641580654.0,13854110924.0,15320739052.0,16481845527.0,18102789374.0,18150306601.0,21206317620.0,35044160179.0,42284982129.0,46067154114.0,15170684125.0,17693939865.0,20821720367.0,21156723247.0,20511532537.0,23226317552.0,24500032997.0,25813478517.0,28166101581.0,28737879245.0,29446536226.0,32865877910.0,30759077875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,Iceland,0.0,0.0,250.0,250.0,0.0,0.7,ISL,Country,Military expenditure (current USD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,27.0,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
